"id","name","parent_id","parent_name"
1,Одежда,0,""
2,Обувь,0,""
3,Аксессуары,0,""
4,Белье,0,""
6,Головные уборы,0,""
7,Игрушки,0,""
11,Брюки,1,Одежда
24,Кольца,200,Бижутерия
27,Шкатулки,195,Дом
28,Фоторамки,195,Дом
33,Балетки,2,Обувь
38,Юбки,1,Одежда
41,Блузки,1,Одежда
49,Красота,0,""
50,Сумки,3,Аксессуары
51,Ремни,3,Аксессуары
52,Кошельки,3,Аксессуары
53,Зажигалки,6249,Товары для курения
54,Ювелирные кольца,204,Ювелирные украшения
56,Платки,3,Аксессуары
57,Шарфы,3,Аксессуары
58,Палантины,3,Аксессуары
59,Солнцезащитные очки,3,Аксессуары
60,Часы наручные,3,Аксессуары
61,Зонты,3,Аксессуары
62,Галстуки,3,Аксессуары
63,Зеркальца,3,Аксессуары
64,Пояса,3,Аксессуары
69,Платья,1,Одежда
70,Сарафаны,1,Одежда
71,Неглиже,4,Белье
74,Корсеты,4,Белье
75,Боди,4,Белье
76,Бюстгальтеры,4,Белье
77,Аксессуары для кукол,7,Игрушки
79,Наушники утепленные,6,Головные уборы
80,Игрушечные музыкальные инструменты,7,Игрушки
82,Шапки,6,Головные уборы
83,Береты,6,Головные уборы
84,Бейсболки,6,Головные уборы
87,Машинки,7,Игрушки
89,Раздельные купальники,4,Белье
90,Слитные купальники,4,Белье
92,Танкини,4,Белье
93,Босоножки,2,Обувь
94,Ботинки,2,Обувь
95,Мокасины,2,Обувь
96,Туалетная вода,49,Красота
97,Полусапожки,2,Обувь
98,Сабо,2,Обувь
99,Сапоги,2,Обувь
100,Туфли,2,Обувь
101,Угги,2,Обувь
102,Фламенко,3497,Спортивная обувь
103,Сандалии,2,Обувь
104,Кеды,2,Обувь
105,Кроссовки,2,Обувь
106,Тапочки,2,Обувь
107,Шлепанцы,2,Обувь
108,Пинетки,4607,Одежда для малышей
109,Пантолеты,2,Обувь
115,Каталки,7,Игрушки
117,Конструкторы,7,Игрушки
118,Пазлы,7,Игрушки
119,Наборы для рисования,1284,Рукоделие
120,Настольные игры,7,Игрушки
121,Железные дороги,7,Игрушки
122,Роботы,7,Игрушки
123,Радиоуправляемые игрушки,7,Игрушки
124,Игрушечное оружие,7,Игрушки
125,Куклы,7,Игрушки
126,Игрушечная посуда,7,Игрушки
128,Бутсы,3497,Спортивная обувь
129,Коньки,239,Спортивный товар
130,Шиповки,3497,Спортивная обувь
131,Майки бельевые,4,Белье
132,Плавки,4,Белье
133,Трусы,4,Белье
136,Клатчи,3,Аксессуары
138,Рюкзаки,3,Аксессуары
147,Бриджи,1,Одежда
148,Леггинсы,1,Одежда
149,Пиджаки,1,Одежда
150,Туники,1,Одежда
151,Шорты,1,Одежда
153,Водолазки,1,Одежда
155,Жакеты,1,Одежда
156,Жилеты,1,Одежда
157,Комбинезоны,1,Одежда
158,Твинсеты,1,Одежда
159,Свитшоты,1,Одежда
160,Пуловеры,1,Одежда
161,Кофты,1,Одежда
162,Пижамы,1,Одежда
163,Свитеры,1,Одежда
165,Комплекты белья,4,Белье
166,Термокомплекты,4,Белье
168,Куртки,1,Одежда
170,Пальто,1,Одежда
171,Плащи,1,Одежда
172,Ветровки,1,Одежда
173,Шубы натуральные,1,Одежда
174,Пуховики,1,Одежда
177,Костюмы,1,Одежда
180,Джинсы,1,Одежда
184,Рубашки,1,Одежда
185,Топы,1,Одежда
191,Кардиганы,1,Одежда
192,Футболки,1,Одежда
193,Тренчкоты,1,Одежда
195,Дом,0,""
196,Часы настольные,195,Дом
197,Постельное белье,195,Дом
198,Интерьерные зеркала,7580,Мебель
199,Сахарницы,1590,Посуда и инвентарь
200,Бижутерия,0,""
201,Браслеты,200,Бижутерия
202,Колье,200,Бижутерия
203,Серьги,200,Бижутерия
204,Ювелирные украшения,0,""
205,Ювелирные браслеты,204,Ювелирные украшения
206,Ювелирные колье,204,Ювелирные украшения
207,Ювелирные серьги,204,Ювелирные украшения
208,Варежки,3,Аксессуары
209,Блейзеры,1,Одежда
211,Халаты банные,1,Одежда
212,Носки,4,Белье
213,Колготки,4,Белье
214,Чулки,4,Белье
215,Джемперы,1,Одежда
216,Бермуды,1,Одежда
217,Лонгсливы,1,Одежда
218,Гольфы,4,Белье
219,Футболки-поло,1,Одежда
223,Вазы,195,Дом
224,Статуэтки,195,Дом
225,Болеро,1,Одежда
226,Перчатки,3,Аксессуары
227,Игрушки для ванной,7,Игрушки
229,Митенки,3,Аксессуары
231,Скатерти,195,Дом
232,Сникеры,2,Обувь
233,Толстовки,1,Одежда
234,Копилки,195,Дом
235,Фотоальбомы,195,Дом
236,Фигурки,195,Дом
238,Эспадрильи,2,Обувь
239,Спортивный товар,0,""
240,Щитки,1605,Спортивные аксессуары
247,Клюшки,239,Спортивный товар
248,Шлемы спортивные,1605,Спортивные аксессуары
249,Эспандеры,239,Спортивный товар
250,Очки для плавания,1605,Спортивные аксессуары
252,Гетры,4,Белье
253,Шапочки для плавания,1605,Спортивные аксессуары
254,Полотенца банные,195,Дом
255,Панамы,6,Головные уборы
256,Повязки на голову,6,Головные уборы
257,Для праздника,0,""
260,Елки,257,Для праздника
261,Мишура,257,Для праздника
262,Елочные украшения,257,Для праздника
263,Дождик,257,Для праздника
264,Гирлянды интерьерные,257,Для праздника
265,Снежинки,257,Для праздника
267,Игровые наборы,7,Игрушки
268,Мягкие игрушки,7,Игрушки
270,Свечи,195,Дом
271,Маски сувенирные,195,Дом
272,Подсвечники,195,Дом
273,Венки декоративные,257,Для праздника
274,Вратарские перчатки,1605,Спортивные аксессуары
276,Ползунки,4607,Одежда для малышей
277,Распашонки,4607,Одежда для малышей
278,Подтяжки,3,Аксессуары
279,Шали,3,Аксессуары
280,Шляпы,6,Головные уборы
282,Корсажи,4,Белье
283,Резиновые сапоги,2,Обувь
284,Карнавальные костюмы,1,Одежда
285,Ночные сорочки,1,Одежда
286,Конверты для малышей,4607,Одежда для малышей
287,Банданы,3,Аксессуары
288,Напульсники,1605,Спортивные аксессуары
289,Накидки,1,Одежда
291,Фигурки-игрушки,7,Игрушки
293,Цепочки на тело,200,Бижутерия
295,Броши,200,Бижутерия
296,Заколки клик-клак,1465,Аксессуары для волос
297,Брелоки,200,Бижутерия
298,Подвески бижутерные,200,Бижутерия
299,Ювелирные подвески,204,Ювелирные украшения
300,Ювелирные цепочки,204,Ювелирные украшения
301,Цепочки,200,Бижутерия
302,Запонки,200,Бижутерия
303,Ключницы,3,Аксессуары
305,Косметички,3,Аксессуары
308,Маникюрные наборы,49,Красота
309,Чепчики,4823,Аксессуары для малышей
310,Погремушки,7,Игрушки
311,Пеналы,571,Канцелярские товары
313,Капри,1,Одежда
316,Визитницы,3,Аксессуары
317,Ручки,571,Канцелярские товары
318,Ботфорты,2,Обувь
319,Одеяла,195,Дом
320,Простыни,195,Дом
321,Пледы,195,Дом
322,Дубленки,1,Одежда
323,Сито,1590,Посуда и инвентарь
324,Ободки,1465,Аксессуары для волос
326,Спальники туристические,239,Спортивный товар
328,Наборы для лепки,1284,Рукоделие
330,Светильники,195,Дом
331,Коврики комнатные,195,Дом
332,Калейдоскопы,7,Игрушки
333,Настольные наборы,571,Канцелярские товары
334,Бизнес-наборы,571,Канцелярские товары
335,Барометры,195,Дом
336,Подушки,195,Дом
337,Валенки,2,Обувь
338,Раскраски,786,Книжная продукция и диски
339,Наборы для вышивания,1284,Рукоделие
340,Открытки,257,Для праздника
341,Парфюмерные наборы,49,Красота
342,Обложки,3,Аксессуары
343,Ботильоны,2,Обувь
344,Помады,49,Красота
345,Лаки для ногтей,49,Красота
346,Тени,49,Красота
347,Туши,49,Красота
348,Тональные кремы,49,Красота
349,Блески,49,Красота
350,Косметические карандаши,49,Красота
351,Жидкие подводки,49,Красота
352,Пудры,49,Красота
353,Корректоры,49,Красота
354,Основы под макияж,49,Красота
355,Румяна,49,Красота
356,Духи,49,Красота
357,Кремы,49,Красота
358,Шампуни,49,Красота
359,Лосьоны,49,Красота
360,Маски косметические,49,Красота
361,Скрабы,49,Красота
362,Масла,49,Красота
363,Гели,49,Красота
364,Флюиды,49,Красота
365,Молочко,49,Красота
366,Тоники,49,Красота
367,Пенки,49,Красота
369,Бандажи до- и послеродовые,4268,Здоровье
370,Средства для снятия макияжа,49,Красота
372,Сыворотки,49,Красота
373,Пряжки,3,Аксессуары
374,Картины,195,Дом
375,Бритвенные наборы,49,Красота
377,Бальзамы,49,Красота
380,Носки для подарков,257,Для праздника
381,Книги,786,Книжная продукция и диски
382,Мыло косметическое,49,Красота
383,Банты,1465,Аксессуары для волос
384,Бутылки для воды,239,Спортивный товар
385,Дезодоранты,49,Красота
386,Скакалки,239,Спортивный товар
387,Прорезыватели,883,Товары для малышей
388,Коврики спортивные,239,Спортивный товар
390,Чехлы для телефонов,6258,Смартфоны и аксессуары
391,Унты,2,Обувь
392,Налокотники,1605,Спортивные аксессуары
393,Наколенники,1605,Спортивные аксессуары
394,Полукомбинезоны,1,Одежда
396,Слипоны,2,Обувь
397,Журналы,786,Книжная продукция и диски
399,Ласты,239,Спортивный товар
400,Портсигары,6249,Товары для курения
401,Прихватки,195,Дом
402,Фартуки кухонные,195,Дом
403,Косметические наборы для ухода,49,Красота
404,Диадемы,1465,Аксессуары для волос
406,Чай,3109,Продукты
407,Аквасоки,3497,Спортивная обувь
409,Лифы для купальника,4,Белье
410,Автопятки,739,Аксессуары для обуви
413,Маски для плавания,239,Спортивный товар
414,Бинты спортивные,239,Спортивный товар
415,Наборы для плавания,239,Спортивный товар
416,Лопатки для плавания,239,Спортивный товар
417,Нарукавники,1605,Спортивные аксессуары
418,Плавательные жилеты,239,Спортивный товар
419,Сиденья для плавания,239,Спортивный товар
420,Бордшорты,4,Белье
421,Ракетки,239,Спортивный товар
422,Велосипеды трехколесные,239,Спортивный товар
431,Воротники,3,Аксессуары
432,Пуанты,3497,Спортивная обувь
433,Грелки,4268,Здоровье
434,Пояса для чулок,4,Белье
435,Краски для волос,49,Красота
436,Спреи,49,Красота
437,Кисти косметические,49,Красота
438,Зубные пасты,49,Красота
439,Соль для ванн,49,Красота
440,Ополаскиватели для рта,49,Красота
441,Упоры для отжиманий,239,Спортивный товар
442,Свистки,239,Спортивный товар
443,Жидкости для снятия лака,49,Красота
444,Одеколон,49,Красота
446,Оправа,3,Аксессуары
447,Кондиционеры для волос,49,Красота
448,Парафин косметический,49,Красота
450,Косметические аппараты,657,Бытовая техника
451,Шторы интерьерные,1616,Шторы и аксессуары
452,Ювелирные броши,204,Ювелирные украшения
453,Защитная пленка,6258,Смартфоны и аксессуары
454,Бабочки,3,Аксессуары
456,Накладные ногти,49,Красота
457,Декор для маникюра,49,Красота
458,Лапы,239,Спортивный товар
459,Защита тела,1605,Спортивные аксессуары
460,Капы,239,Спортивный товар
461,Утяжелители,239,Спортивный товар
462,Насосы спортивные,239,Спортивный товар
464,Ролерболы,49,Красота
465,Ювелирные запонки,204,Ювелирные украшения
466,Моноподы,6258,Смартфоны и аксессуары
467,Линзы для очков,4268,Здоровье
468,Внешние аккумуляторы,6258,Смартфоны и аксессуары
469,Закладки,571,Канцелярские товары
470,Доски для плавания,239,Спортивный товар
472,Круги для плавания,239,Спортивный товар
473,Матрасы для плавания,239,Спортивный товар
474,Пояса для аквааэробики,1605,Спортивные аксессуары
475,Тренажеры,239,Спортивный товар
476,Носовые зажимы,1605,Спортивные аксессуары
477,Беруши,1605,Спортивные аксессуары
478,Бретели,4,Белье
479,Электроника,0,""
480,Ролики,239,Спортивный товар
481,Щетки для уборки,1077,Хозяйственные товары
482,Аквадиски,239,Спортивный товар
483,Бассейны,6945,Товары для отдыха и кемпинга
485,Скейтборды,239,Спортивный товар
486,Автокресла детские,883,Товары для малышей
487,Трубки для плавания,239,Спортивный товар
489,Стойки баскетбольные,239,Спортивный товар
490,Самокаты,239,Спортивный товар
491,Кимоно спортивное,1513,Спортивная одежда
492,Велошорты,1513,Спортивная одежда
493,Велоштаны,1513,Спортивная одежда
494,Рукава спортивные,1605,Спортивные аксессуары
495,Аквариумы,723,Товары для животных
496,Присыпки,49,Красота
497,Пэстис,4,Белье
498,Палатки,239,Спортивный товар
499,Спонжи,49,Красота
500,Расчески,49,Красота
501,Резинки,1465,Аксессуары для волос
502,Тенты,239,Спортивный товар
503,Решетки для гриля,6945,Товары для отдыха и кемпинга
504,Фонари спортивные,239,Спортивный товар
505,Компасы,239,Спортивный товар
506,Бинокли,239,Спортивный товар
507,Очищающие полоски,49,Красота
509,Салфетки,195,Дом
510,Салфетки косметические,49,Красота
511,Термосы,1590,Посуда и инвентарь
513,Гамаки,239,Спортивный товар
515,Смартфоны,6258,Смартфоны и аксессуары
516,Мобильные телефоны,6258,Смартфоны и аксессуары
517,Планшеты,6258,Смартфоны и аксессуары
518,Гарнитуры,6260,Телевизоры и аудиотехника
519,Кабели,6258,Смартфоны и аксессуары
520,Колонки,6260,Телевизоры и аудиотехника
521,Автозагар,49,Красота
523,Игровые консоли,6256,Игровые консоли и игры
524,Геймпады,6256,Игровые консоли и игры
525,Жесткие диски,6238,Ноутбуки и компьютеры
526,Адаптеры,6258,Смартфоны и аксессуары
527,Пульты игровые,6256,Игровые консоли и игры
529,Часы электронные,479,Электроника
531,Папки-сумки,3,Аксессуары
532,Диски с играми,6256,Игровые консоли и игры
533,Умная жидкость,6258,Смартфоны и аксессуары
535,Биты спортивные,239,Спортивный товар
538,Беговел,239,Спортивный товар
539,Коптильни,6945,Товары для отдыха и кемпинга
540,Замки багажные,3,Аксессуары
541,Кинезио тейпы,239,Спортивный товар
542,Аккумуляторы для камер,6261,Фото и Видеотехника
543,Антизапотевающие вставки,479,Электроника
544,Кейсы для камер,6261,Фото и Видеотехника
545,Крепления для камер,6261,Фото и Видеотехника
546,Дисплеи для камер,6261,Фото и Видеотехника
547,Линзы для экшн-камер,6261,Фото и Видеотехника
548,Объективы,6261,Фото и Видеотехника
549,Экшн-камеры,6261,Фото и Видеотехника
550,Вкладыши пуш-ап,4,Белье
551,Расширители для бюстгальтера,4,Белье
552,Клипсы для бюстгальтера,4,Белье
553,Стрипсы для декольте,4,Белье
555,Прокладки от пота,49,Красота
556,Зубные щетки,49,Красота
557,Электрические зубные щетки,657,Бытовая техника
559,Мультитулы,1162,Строительные инструменты
560,Велокомпьютеры,239,Спортивный товар
561,Обмотки руля,239,Спортивный товар
562,Звонки велосипедные,239,Спортивный товар
563,Защитные ленты,239,Спортивный товар
564,Измерители спортивные,239,Спортивный товар
565,Багажники,239,Спортивный товар
566,Велоаптечки,239,Спортивный товар
569,Защитные наборы,1605,Спортивные аксессуары
570,Подушки декоративные,195,Дом
571,Канцелярские товары,0,""
573,Ластики,571,Канцелярские товары
574,Точилки,571,Канцелярские товары
575,Ножницы канцелярские,571,Канцелярские товары
576,Циркули,571,Канцелярские товары
577,Линейки,571,Канцелярские товары
578,Фломастеры,571,Канцелярские товары
579,Маркеры,571,Канцелярские товары
580,Карандаши,571,Канцелярские товары
581,Пластыри,4268,Здоровье
582,Накладные ресницы,49,Красота
583,Антицарапки,4823,Аксессуары для малышей
584,Стельки,739,Аксессуары для обуви
585,Лопаты туристические,239,Спортивный товар
586,Термосумки,6945,Товары для отдыха и кемпинга
587,Щипцы кухонные,1590,Посуда и инвентарь
588,Стулья туристические,239,Спортивный товар
589,Печи туристические,239,Спортивный товар
590,Совки,1077,Хозяйственные товары
591,Наборы для путешествий,239,Спортивный товар
592,Столы туристические,239,Спортивный товар
593,Наушники,6260,Телевизоры и аудиотехника
594,Массажеры электрические,657,Бытовая техника
595,Обручи,239,Спортивный товар
596,Зубные нити,49,Красота
599,Навигаторы,6240,Автоэлектроника
600,Видеорегистраторы автомобильные,6240,Автоэлектроника
601,Радар-детекторы,6240,Автоэлектроника
602,Мангалы,6945,Товары для отдыха и кемпинга
603,Таганок,239,Спортивный товар
604,Клавиатуры,6237,Периферия и аксессуары
605,Наволочки,195,Дом
606,Ювелирные часы,204,Ювелирные украшения
607,Освежители воздуха,8614,Бытовая химия
608,Кухонные комбайны,1521,Техника для кухни
609,Грили электрические,1521,Техника для кухни
610,Весы,657,Бытовая техника
611,Кухонные весы,1521,Техника для кухни
612,Кофемолки электрические,1521,Техника для кухни
613,Сушки для овощей,1521,Техника для кухни
614,Блендеры,1521,Техника для кухни
615,Триммеры проводные,657,Бытовая техника
616,Чайники электрические,1521,Техника для кухни
617,Мультиварки,1521,Техника для кухни
618,Мясорубки электрические,1521,Техника для кухни
619,Миксеры,1521,Техника для кухни
620,Бритвы электрические,657,Бытовая техника
622,Пароварки электрические,1521,Техника для кухни
623,Сендвичницы,1521,Техника для кухни
624,Погодные станции,479,Электроника
625,Часы настенные,195,Дом
626,Хлебопечи,1521,Техника для кухни
627,Мультистайлеры,657,Бытовая техника
628,Парогенераторы,657,Бытовая техника
629,Тостеры,1521,Техника для кухни
630,Фритюрницы,1521,Техника для кухни
631,Кофеварки,1521,Техника для кухни
632,Йогуртницы,1521,Техника для кухни
633,Электробигуди,657,Бытовая техника
634,Эпиляторы,657,Бытовая техника
635,Соковыжималки электрические,1521,Техника для кухни
636,Тонометры,657,Бытовая техника
637,Термометры электронные,657,Бытовая техника
638,Электрические грелки,657,Бытовая техника
639,Увлажнители,657,Бытовая техника
640,Термопоты,1521,Техника для кухни
642,Фены,657,Бытовая техника
643,Утюги,657,Бытовая техника
644,Кремы для обуви,739,Аксессуары для обуви
645,Пропитки для обуви,739,Аксессуары для обуви
646,Пропитки для одежды,8614,Бытовая химия
647,Средства для стирки,8614,Бытовая химия
648,Сетки для бритв,657,Бытовая техника
649,Мини-печи,1521,Техника для кухни
650,Приборы для выпечки,1521,Техника для кухни
651,Мороженицы,1521,Техника для кухни
652,Ветчинницы электрические,1521,Техника для кухни
653,Шашлычницы,1521,Техника для кухни
654,Щипцы для укладки,657,Бытовая техника
655,Наборы инструментов,1162,Строительные инструменты
657,Бытовая техника,0,""
659,Дыроколы,571,Канцелярские товары
660,Степлеры канцелярские,571,Канцелярские товары
661,Блокноты,571,Канцелярские товары
662,Ежедневники,571,Канцелярские товары
663,Средства для прочистки труб,8614,Бытовая химия
664,Маринаторы,1521,Техника для кухни
665,Ингаляторы,657,Бытовая техника
666,Сушки для обуви,657,Бытовая техника
667,Машинки против катышек,657,Бытовая техника
668,Яйцеварки,1521,Техника для кухни
669,Электрические мельницы,1521,Техника для кухни
670,Губки для обуви,739,Аксессуары для обуви
671,Ластики для обуви,739,Аксессуары для обуви
672,Щетки для обуви,739,Аксессуары для обуви
673,Колодки обувные,739,Аксессуары для обуви
674,Лосьоны для обуви,739,Аксессуары для обуви
676,Спреи для обуви,739,Аксессуары для обуви
677,Пены для обуви,739,Аксессуары для обуви
678,Шампуни для обуви,739,Аксессуары для обуви
680,Полироли для обуви,739,Аксессуары для обуви
681,Гели для обуви,739,Аксессуары для обуви
682,Краски для обуви,739,Аксессуары для обуви
683,Жиры для обуви,739,Аксессуары для обуви
684,Блески для обуви,739,Аксессуары для обуви
685,Растяжители для обуви,739,Аксессуары для обуви
686,Гелевые подушечки,739,Аксессуары для обуви
687,Подкладки для обуви,739,Аксессуары для обуви
688,Салфетки для обуви,739,Аксессуары для обуви
690,Рожки обувные,739,Аксессуары для обуви
691,Дезодоранты для обуви,739,Аксессуары для обуви
692,Шнурки,739,Аксессуары для обуви
693,Формодержатели,739,Аксессуары для обуви
694,Микроволновые печи,1521,Техника для кухни
695,Булавы,239,Спортивный товар
696,Ленты гимнастические,239,Спортивный товар
698,Гелевые вставки,739,Аксессуары для обуви
699,Гелевые полоски,739,Аксессуары для обуви
700,Гелевые стельки,739,Аксессуары для обуви
701,Защита от насекомых,8614,Бытовая химия
702,Наборы для разведения огня,239,Спортивный товар
703,Поглотители запаха,8614,Бытовая химия
704,Сковороды,1590,Посуда и инвентарь
705,Шампуры,6945,Товары для отдыха и кемпинга
706,Аккумуляторы температуры,239,Спортивный товар
707,Термоконтейнеры,239,Спортивный товар
708,Мочалки,49,Красота
709,Вафельницы,1521,Техника для кухни
710,Пылесосы,657,Бытовая техника
712,Клейкие ленты,571,Канцелярские товары
713,Пластилин,571,Канцелярские товары
714,Мелки,571,Канцелярские товары
715,Доски для рисования,7,Игрушки
716,Наборы для праздника,257,Для праздника
717,Краски для рисования,571,Канцелярские товары
718,Папки для рисования,571,Канцелярские товары
719,Альбомы для творчества,571,Канцелярские товары
720,Стикеры,571,Канцелярские товары
721,Гель-лаки,49,Красота
722,Упаковщики вакуумные,1521,Техника для кухни
723,Товары для животных,0,""
726,Переноски для животных,723,Товары для животных
727,Воротники для животных,723,Товары для животных
728,Ошейники,723,Товары для животных
729,Поводки,723,Товары для животных
730,Шлейки,723,Товары для животных
731,Игрушки для животных,723,Товары для животных
732,Обувь для животных,723,Товары для животных
733,Носки для животных,723,Товары для животных
734,Жилеты для животных,723,Товары для животных
735,Комбинезоны для животных,723,Товары для животных
736,Попоны для животных,723,Товары для животных
737,Платья для животных,723,Товары для животных
738,Штаны для животных,723,Товары для животных
739,Аксессуары для обуви,0,""
740,Коврики туристические,239,Спортивный товар
741,Игровые коврики,7,Игрушки
742,Коврики для мыши,6237,Периферия и аксессуары
743,Наматрасники,7580,Мебель
744,Календари,786,Книжная продукция и диски
745,Тетради,571,Канцелярские товары
746,Цветная бумага,571,Канцелярские товары
748,Электроточилки,479,Электроника
749,Галоши,2,Обувь
750,Воск для обуви,739,Аксессуары для обуви
755,Скрепки,571,Канцелярские товары
756,Манишки,3,Аксессуары
757,Подследники,4,Белье
758,Записные книжки,571,Канцелярские товары
759,Кисти художественные,571,Канцелярские товары
760,Автомобильные товары,0,""
763,Алкотестеры,760,Автомобильные товары
764,FM-трансмиттеры,6240,Автоэлектроника
765,Зарядные устройства,6258,Смартфоны и аксессуары
766,Оплетки на руль,760,Автомобильные товары
767,Компрессоры автомобильные,760,Автомобильные товары
768,Манометры,760,Автомобильные товары
770,Домкраты,760,Автомобильные товары
771,Багажные сетки,760,Автомобильные товары
772,Провода прикуривания,760,Автомобильные товары
773,Поисковые устройства,479,Электроника
774,Накладки для обуви,739,Аксессуары для обуви
775,Мешки для обуви,739,Аксессуары для обуви
776,Хлопушки,257,Для праздника
777,Держатели в авто,760,Автомобильные товары
778,Защита сидений,760,Автомобильные товары
779,Кармашки в шкафчик,1598,Хранение вещей
780,Органайзеры на коляску,883,Товары для малышей
781,Органайзеры на сиденья,760,Автомобильные товары
782,Органайзеры в багажник,760,Автомобильные товары
783,Органайзеры для хранения,1598,Хранение вещей
784,Чехлы для автомобильных колес,760,Автомобильные товары
785,Сетевые фильтры,6237,Периферия и аксессуары
786,Книжная продукция и диски,0,""
787,Смарт-часы,6258,Смартфоны и аксессуары
788,Мыши,6237,Периферия и аксессуары
789,Сканеры,858,Оргтехника
790,Фотоаппараты,6261,Фото и Видеотехника
791,Накладные плечи,3,Аксессуары
792,Элементы питания,479,Электроника
793,Принтеры,858,Оргтехника
794,Разветвители,6237,Периферия и аксессуары
795,МФУ,858,Оргтехника
796,Временные татуировки,49,Красота
797,Подставки канцелярские,571,Канцелярские товары
798,Обложки для книг,571,Канцелярские товары
799,Слинг-шарфы,883,Товары для малышей
800,Магниты сувенирные,195,Дом
802,Автохимия,760,Автомобильные товары
803,Наборы для выжигания,1284,Рукоделие
804,Наборы для поделок,1284,Рукоделие
805,Лампы для сушки ногтей,657,Бытовая техника
807,Электрощетки,657,Бытовая техника
808,Блинницы электрические,1521,Техника для кухни
809,Тросы и ленты для авто,760,Автомобильные товары
811,Ножи кухонные,1590,Посуда и инвентарь
812,Кружки,1590,Посуда и инвентарь
813,Формы для запекания,1590,Посуда и инвентарь
814,Подгузники детские,883,Товары для малышей
815,Лупы,571,Канцелярские товары
816,Соусники,1590,Посуда и инвентарь
817,Блюда,1590,Посуда и инвентарь
818,Уход за техникой,8614,Бытовая химия
819,Крышки,1590,Посуда и инвентарь
820,Контейнеры неполимерные,1590,Посуда и инвентарь
821,Тарелки,1590,Посуда и инвентарь
822,Подставки под горячее,1590,Посуда и инвентарь
823,Кастрюли,1590,Посуда и инвентарь
824,Разделочные доски,1590,Посуда и инвентарь
825,Кувшины,1590,Посуда и инвентарь
826,Попкорницы,1521,Техника для кухни
827,Терки,1590,Посуда и инвентарь
828,Подносы,1590,Посуда и инвентарь
829,Наборы столовых приборов,1590,Посуда и инвентарь
830,Наборы для специй,1590,Посуда и инвентарь
831,Масленки,1590,Посуда и инвентарь
832,Фруктовницы,1590,Посуда и инвентарь
833,Френч-прессы,1590,Посуда и инвентарь
834,Дуршлаги,1590,Посуда и инвентарь
835,Корректоры осанки,4268,Здоровье
836,Компрессионные гольфы,4268,Здоровье
837,Бандажи шейные,4268,Здоровье
838,Маски спортивные,1605,Спортивные аксессуары
839,Чайники для плиты,1590,Посуда и инвентарь
840,Наборы карточек,786,Книжная продукция и диски
841,Футляры для очков,3,Аксессуары
844,Виртуальные очки,6258,Смартфоны и аксессуары
845,Бигуди,49,Красота
846,Эхолоты,479,Электроника
847,Дозаторы для ванной,195,Дом
848,Салатники,1590,Посуда и инвентарь
849,Наборы для чаепития,1590,Посуда и инвентарь
851,Сервизы столовые,1590,Посуда и инвентарь
852,Креманки,1590,Посуда и инвентарь
853,Пеленки,883,Товары для малышей
854,Емкости для выпечки,1590,Посуда и инвентарь
855,Гантели,239,Спортивный товар
857,Мишени,239,Спортивный товар
858,Оргтехника,0,""
859,Средства для мытья посуды,8614,Бытовая химия
861,Аксессуары для коньков,239,Спортивный товар
862,Доски тактические,239,Спортивный товар
863,Секундомеры,239,Спортивный товар
864,Спиннеры для фигурного катания,239,Спортивный товар
866,Шайбы,239,Спортивный товар
867,Парашюты,239,Спортивный товар
869,Ведерки для льда,1590,Посуда и инвентарь
870,Кашпо,6943,Все для садоводства
871,Жидкое мыло,49,Красота
872,Мини-холодильники,1521,Техника для кухни
873,Стаканы,1590,Посуда и инвентарь
874,Когтеточки,723,Товары для животных
875,Шары для бильярда,239,Спортивный товар
876,Емкости неполимерные,1590,Посуда и инвентарь
877,Салфетницы кухонные,1590,Посуда и инвентарь
878,Миски,1590,Посуда и инвентарь
879,Подставки кухонные,1590,Посуда и инвентарь
880,Пепельницы,6249,Товары для курения
881,Бокалы,1590,Посуда и инвентарь
882,Рюмки,1590,Посуда и инвентарь
883,Товары для малышей,0,""
887,Щетки для мытья бутылочек,883,Товары для малышей
888,Бутылочки для кормления,883,Товары для малышей
889,Наборы для кормления,883,Товары для малышей
890,Поильники,883,Товары для малышей
891,Соски,883,Товары для малышей
892,Пустышки,883,Товары для малышей
893,Молокоотсосы механические,883,Товары для малышей
894,Защитные накладки для дома,883,Товары для малышей
895,Стерилизаторы детские,883,Товары для малышей
896,Пароварка-блендеры,883,Товары для малышей
897,Ложки для прикорма,883,Товары для малышей
898,Термосумки для бутылочек,883,Товары для малышей
899,Молокоотсосы электрические,883,Товары для малышей
900,Пакеты для стерилизатора,883,Товары для малышей
901,Радионяни,883,Товары для малышей
902,Видеоняни,883,Товары для малышей
903,Пакеты для детского питания,883,Товары для малышей
904,Подогреватели детского питания,883,Товары для малышей
906,Браслеты для часов,3,Аксессуары
908,Ножи туристические,239,Спортивный товар
909,Ватные палочки,49,Красота
910,Роутеры,6257,Сетевое оборудование
911,Заглушки для гаджетов,3,Аксессуары
912,Термометры комнатные,195,Дом
913,Перчатки хозяйственные,1077,Хозяйственные товары
914,Губки хозяйственные,1077,Хозяйственные товары
916,Ресиверы,6260,Телевизоры и аудиотехника
918,Сноускейты,239,Спортивный товар
919,Сноуборды,239,Спортивный товар
920,Ледянки,239,Спортивный товар
921,Перчатки боксерские,1605,Спортивные аксессуары
924,Шапки с гарнитурой,479,Электроника
926,Компрессоры,1162,Строительные инструменты
